GENE	Control1SE	Control2SE	Nitrate1SE	Nitrate2SE
AT1G11380	10	16	13	13
AT2G34290	0	0	0	0
AT1G71750	4	10	4	9
AT2G35420	0	0	0	1
AT5G65850	0	0	2	0
AT2G29720	4	0	3	5
AT5G11010	5	12	5	5
AT2G28260	3	3	2	1
AT1G24450	5	9	3	0
AT1G63220	43	55	52	31
AT2G03340	19	17	14	9
AT2G41840	1100	1470	1317	949
AT2G19640	7	21	21	22
AT4G02820	14	21	12	9
AT1G73690	1	0	2	1
AT1G76720	1	5	2	1
AT2G01340	8	9	8	3
AT3G19400	14	18	16	12
AT4G16890	6	9	9	8
AT2G30770	0	0	1	0
AT3G53770	0	0	2	0
AT1G48540	21	21	6	7
AT2G07741	0	0	0	1
AT2G38090	3	3	2	1
AT4G25410	1	1	2	4
AT2G01950	40	53	62	28
AT4G25640	275	258	138	125
AT5G05430	2	1	3	0
AT3G11720	12	10	17	7
AT1G01240	11	12	2	2
AT4G17840	38	33	14	15
AT5G55860	73	55	49	28
AT1G58520	3	5	1	2
AT1G30210	3	5	2	0
AT3G26130	1	0	0	1
AT1G70270	0	0	0	0
AT5G16060	21	28	19	13
AT5G03552	3	1	1	3
AT4G29790	29	34	31	21
AT1G02760	1	1	1	0
AT5G50870	14	23	14	10
AT4G03500	7	9	13	8
AT2G26050	0	0	0	0
AT4G00180	0	0	0	0
AT5G33393	0	0	0	0
AT5G45775	239	336	251	198
AT3G02885	3	2	2	2
AT2G17150	23	17	27	15
AT1G22050	7	5	4	4
AT3G45940	0	1	0	0
AT1G67530	19	27	9	14
AT5G65165	0	0	0	0
AT5G48300	14	17	5	9
AT4G14110	19	24	11	20
AT1G15640	5	7	3	8
AT1G75780	11	13	9	9
AT5G67060	1	0	0	0
AT2G35747	6	24	14	11
AT3G16530	1	2	0	0
AT1G76470	3	3	1	4
AT5G66558	32	36	10	15
AT1G56040	0	0	0	0
AT5G65730	0	1	0	0
AT4G16540	0	0	0	0
AT1G55805	13	29	11	15
AT4G24300	0	0	0	0
AT4G18390	2	7	4	2
AT4G22510	0	0	0	0
AT1G48260	3	5	5	1
AT1G70985	0	2	0	0
AT1G17930	11	16	5	4
AT3G13340	23	50	33	29
AT3G20620	4	7	7	3
AT4G13750	10	6	7	6
AT1G68825	3	5	12	13
AT3G07570	31	49	22	26
AT1G11100	18	19	19	16
AT3G15370	5	3	1	0
AT1G35400	0	0	0	0
AT1G49100	0	0	0	0
AT2G42760	24	9	20	8
AT4G39850	55	85	30	39
AT3G55605	13	26	26	19
AT4G34950	8	5	18	11
ATCG00170	24	39	6	15
AT5G07630	3	10	2	3
AT3G08636	0	1	0	0
AT1G78380	608	751	417	420
AT2G44560	0	0	0	0
AT1G06220	36	67	29	37
AT1G43040	2	1	1	0
AT5G22660	5	6	1	3
AT5G34850	120	135	88	93
AT3G54140	37	44	13	23
AT2G03630	0	1	0	0
AT3G02720	20	27	8	13
AT1G02650	0	0	0	1
AT2G13560	118	159	86	68
AT1G32928	0	0	3	5
AT1G70740	18	13	10	10
AT5G64280	2	11	3	3
AT1G68400	10	24	17	5
AT1G58227	18	20	14	13
AT1G73400	4	4	4	2
AT1G60995	12	10	7	7
AT1G08985	0	0	0	0
AT4G37920	3	0	0	1
AT5G63780	7	18	14	16
AT1G55800	0	0	0	0
AT2G25940	15	16	6	1
AT1G27700	11	8	11	2
AT5G17820	224	272	146	153
AT3G43153	0	0	0	0
AT4G23790	13	15	7	3
AT1G35340	3	5	1	1
AT3G62390	8	3	2	4
AT3G45560	0	0	0	0
AT5G02100	17	38	22	29
AT2G06667	0	0	0	0
AT3G59923	0	0	1	0
AT4G33260	2	5	2	0
AT1G71420	1	0	1	0
AT5G25530	0	1	0	0
AT5G39690	0	0	0	0
AT1G30660	0	0	2	0
AT2G15230	15	16	11	13
AT5G37210	5	1	5	0
AT1G07470	5	9	7	1
AT1G60410	0	0	0	0
AT2G15110	0	0	0	0
AT1G35470	15	15	13	5
AT3G53640	0	0	0	0
AT5G54140	6	8	7	6
AT2G16586	0	0	0	0
AT3G46720	39	48	55	28
AT5G46170	21	26	20	23
AT3G27640	0	1	0	1
AT2G41040	3	8	8	3
AT3G01240	0	0	0	0
AT5G61460	6	3	8	8
AT4G01960	22	15	23	6
AT5G51410	46	59	52	43
AT3G26180	0	0	0	0
AT1G63530	1	4	0	1
AT5G25340	7	12	6	7
AT4G30080	42	53	44	19
AT3G07565	9	18	11	11
AT3G10360	17	21	10	12
AT4G38130	115	149	84	91
AT1G58360	21	28	25	26
AT3G21610	24	23	17	10
AT5G54030	4	0	5	1
AT5G10180	2	2	1	0
AT4G13010	102	167	81	76
AT3G56320	8	4	4	2
AT2G31910	0	0	0	0
AT5G26950	0	0	0	0
AT5G06460	41	56	51	41
AT5G42080	146	210	93	74
AT2G34610	5	3	3	2
AT1G34630	17	15	13	16
AT4G34030	16	13	14	5
AT5G65600	0	2	1	0
AT2G33205	3	5	4	2
AT4G12640	17	17	21	11
AT4G09810	3	1	4	4
AT5G53310	34	50	50	24
AT2G46640	0	0	0	0
AT3G12610	61	73	33	37
AT1G21326	1	0	0	1
AT3G22800	21	20	8	11
AT5G04900	2	0	0	4
AT4G15890	6	8	3	7
AT3G18680	0	2	2	3
AT1G33607	0	0	0	0
AT2G27670	0	0	0	1
AT5G50280	6	2	5	1
AT5G19740	47	60	22	20
AT1G68230	3	2	0	3
AT1G72880	18	27	10	8
AT2G41945	9	10	6	4
AT5G44660	2	1	0	0
AT4G16170	19	31	19	15
AT5G41570	7	5	6	1
AT5G62580	37	26	27	13
AT1G63550	0	0	4	1
AT1G06800	33	38	22	27
AT5G26262	0	0	0	0
AT4G21560	14	27	18	17
AT2G30710	24	34	12	10
AT2G39530	10	9	4	7
AT1G68320	0	1	0	0
AT1G20800	0	0	0	0
AT2G19420	0	3	1	0
AT4G39010	0	0	0	0
AT4G26960	0	2	0	1
AT4G36590	0	0	0	0
AT2G12475	0	0	0	0
AT2G29060	25	28	29	10
AT3G57540	59	56	39	23
AT1G20300	8	17	13	15
AT5G03040	64	91	35	36
AT2G25160	40	42	18	22
AT5G44730	19	37	14	19
AT1G06060	5	6	2	9
AT3G27770	57	76	34	28
AT4G08190	0	0	0	0
AT3G17640	0	1	0	0
AT4G13290	6	11	4	1
AT2G32630	2	4	2	1
AT5G18065	4	4	6	3
AT5G26360	121	181	116	88
AT1G68340	7	10	12	4
AT3G53960	4	4	1	1
AT2G03821	0	0	0	0
AT2G24550	131	159	329	192
AT4G17520	173	270	190	179
AT1G03170	2	2	1	0
AT2G47260	15	18	14	9
AT3G61770	6	9	6	4
AT2G24170	21	26	5	14
AT2G41410	218	225	226	166
AT2G41700	29	41	17	21
AT4G24580	8	14	3	1
AT5G10830	47	77	43	36
AT5G15290	0	0	0	0
AT4G38560	0	1	0	0
AT4G25130	35	53	28	35
AT5G22545	0	0	0	0
AT5G14390	18	22	14	7
AT5G03240	643	694	391	340
AT1G75070	0	1	0	0
AT4G21820	2	1	0	2
AT5G52200	34	32	29	12
AT5G59770	6	6	4	7
AT4G10770	24	30	29	25
AT5G46620	19	29	26	16
AT5G41500	0	0	0	0
AT1G09220	0	2	0	1
AT1G30320	17	10	11	1
AT3G02460	11	25	20	16
AT3G55240	0	0	0	0
AT5G18255	26	29	29	22
AT4G21840	1	0	0	0
AT5G43620	14	4	3	2
AT5G04740	167	149	144	109
AT4G31820	16	26	21	9
AT1G32860	3	2	5	2
AT1G47389	0	0	0	0
AT2G17590	0	0	1	0
AT5G46090	2	6	1	0
AT2G31110	15	30	13	7
AT2G32250	12	15	11	6
AT5G27640	66	134	130	80
AT1G63850	11	17	7	10
AT5G07390	31	23	14	12
AT5G06700	18	40	18	19
AT3G06200	10	19	9	6
AT2G34925	0	1	1	1
AT5G34871	0	0	0	0
AT4G10090	7	4	4	2
AT3G32100	0	0	0	0
AT1G52070	68	92	66	52
AT4G39070	9	12	10	6
AT1G33280	9	6	1	1
AT3G46360	0	0	0	0
AT4G00980	4	2	4	4
AT4G08450	6	2	5	1
AT5G09463	34	43	31	16
AT5G43725	17	11	12	7
AT2G20590	3	2	1	0
AT5G18950	3	10	7	8
AT4G24565	0	1	0	1
AT1G59550	0	0	0	0
AT4G34220	3	4	0	1
AT4G16235	0	1	1	0
AT4G05170	1	2	0	1
AT5G42600	0	0	0	0
AT5G14350	1	0	1	1
AT3G45590	3	9	4	4
AT2G26590	13	32	22	23
AT2G19880	34	38	25	11
AT1G05320	17	22	19	9
AT3G60940	0	0	0	0
AT1G61795	9	5	3	1
AT3G20870	15	27	9	10
AT1G17570	7	9	9	5
AT3G03580	2	3	5	1
AT2G07340	23	27	24	13
AT2G38195	4	4	3	1
AT4G33910	30	23	17	8
AT5G55990	13	8	11	5
AT1G22065	34	44	14	11
AT1G68750	0	0	0	0
AT1G48315	9	9	2	7
AT2G43060	34	54	18	20
AT1G22040	25	38	13	13
AT1G48840	11	22	11	5
AT5G56490	0	0	0	0
AT3G57990	36	35	36	16
AT1G13460	15	18	19	8
AT3G25520	527	591	608	347
AT5G06290	7	8	5	6
AT1G14900	54	80	45	47
AT1G80180	18	23	10	11
AT3G46020	3	2	4	3
AT4G19700	36	50	33	20
AT2G16430	15	22	7	6
AT5G15950	47	47	48	34
AT4G35360	15	17	4	7
AT5G64790	0	0	0	0
AT4G08410	0	0	4	0
AT1G16270	35	41	26	29
AT4G34720	86	115	51	88
AT5G36870	2	4	2	0
AT2G44660	8	8	6	7
AT1G10580	51	66	40	37
AT3G23490	37	59	43	33
AT4G00390	15	8	1	5
AT2G37430	3	1	0	2
AT1G36240	0	0	1	0
AT3G09400	4	1	5	0
AT4G21900	1	6	10	7
AT5G51850	1	0	0	1
AT3G22960	141	202	111	118
AT1G54510	11	16	8	5
AT1G57600	4	9	4	1
AT1G09155	2	2	2	0
AT5G09711	1	0	0	1
AT4G02270	54	54	28	38
AT1G20860	1	1	0	0
AT5G55760	6	3	11	3
AT1G02965	0	0	0	0
AT2G34580	0	0	0	0
AT5G06120	27	23	21	12
AT1G33350	0	2	1	0
AT3G10690	11	23	19	6
AT5G41270	3	6	6	5
AT3G48590	10	3	2	7
AT4G34370	27	35	26	16
AT1G28160	0	0	0	1
AT3G60760	0	0	0	0
AT2G23400	1	1	1	0
AT1G06265	0	0	0	1
AT1G15165	1	0	0	0
AT2G41312	4	2	0	3
AT1G16040	10	10	12	8
AT2G47770	0	0	1	0
AT2G07050	51	78	31	39
AT3G19240	61	66	60	36
AT5G59730	37	34	40	28
AT5G54100	7	18	8	9
AT3G18390	11	18	15	4
AT1G53250	0	1	2	1
AT4G16143	131	195	138	100
AT5G44240	28	45	27	14
AT5G62990	4	2	2	2
AT5G61170	189	271	168	143
AT3G54050	1	7	1	1
AT2G14095	3	1	7	0
AT4G19510	12	14	9	10
AT5G13090	13	22	14	7
AT4G01180	0	0	0	0
AT5G55856	0	0	0	0
AT5G22770	41	27	24	21
AT3G54450	2	0	0	0
AT4G03200	22	34	12	11
AT2G44510	2	5	5	4
AT3G29770	5	5	3	4
AT2G02340	0	0	0	0
AT4G39160	14	14	16	15
AT1G78210	7	10	8	4
AT2G23270	2	1	2	0
AT1G11260	119	198	98	93
AT1G29820	26	33	14	11
AT5G18330	0	0	0	0
AT4G01985	0	0	0	0
AT2G24300	21	33	25	17
AT4G24940	23	31	32	15
AT2G43080	12	13	13	16
AT4G30210	168	248	113	129
AT5G63600	159	228	170	178
AT5G50160	0	2	1	0
AT5G62070	43	46	43	27
AT4G29350	412	503	382	347
AT4G00315	0	0	0	0
AT3G61230	0	3	1	1
AT3G10650	34	52	22	31
AT1G72060	1	1	1	2
AT5G49370	0	0	0	0
AT2G32890	1	2	2	4
AT4G14340	9	23	15	7
AT1G60940	50	50	39	14
AT1G08660	19	37	10	12
AT4G30290	18	24	9	15
AT5G15265	3	2	9	4
AT2G25640	8	18	9	11
AT2G15042	0	0	0	0
AT5G47020	30	24	20	20
AT4G30350	57	57	71	35
AT2G34880	0	0	0	0
AT3G06640	0	0	0	0
AT2G24615	0	0	0	0
ATCG00840	0	0	0	1
AT5G42660	11	13	8	1
AT5G01360	12	8	8	5
AT1G04340	9	15	5	11
AT3G04070	5	10	2	4
AT4G39672	0	0	0	0
AT5G22430	0	0	0	0
AT5G14020	10	14	9	4
AT4G12280	0	0	0	0
AT1G47260	137	153	108	78
AT5G19530	7	15	10	6
AT2G22480	46	63	49	81
AT1G48325	3	3	0	0
AT3G13200	106	144	133	72
AT2G02650	0	0	0	0
AT3G07870	16	24	12	11
AT2G38530	42	92	23	26
AT2G36600	20	27	47	9
AT1G48460	4	10	9	1
AT2G43018	65	83	67	29
AT3G13920	459	636	565	449
AT3G59600	14	14	13	10
AT1G76200	146	194	148	110
AT1G17600	0	0	0	0
ATMG00680	1	2	0	0
AT4G39955	49	64	24	22
AT2G31560	5	0	1	0
AT1G47740	13	20	9	14
AT1G75930	0	0	0	0
AT3G10930	14	3	7	1
AT1G56580	79	106	66	58
AT5G19490	1	3	2	1
AT1G17890	46	50	52	33
AT1G49230	0	0	1	1
AT1G69935	4	3	2	2
AT3G28450	32	38	34	31
AT4G32580	0	0	0	0
AT5G12360	1	1	0	0
AT1G54550	0	0	0	0
AT3G08900	1	0	0	1
AT4G22517	0	0	0	0
AT3G61900	4	7	1	0
AT5G56180	18	18	13	11
AT5G53860	15	14	10	7
AT1G02150	12	23	12	16
AT3G61470	11	14	8	3
AT1G56350	2	5	1	3
AT4G25290	2	2	2	1
AT1G28650	0	0	0	0
AT1G18760	0	0	0	0
AT1G78470	1	0	0	0
AT3G12380	13	14	14	11
AT4G04315	0	0	0	0
AT1G04070	11	22	13	14
AT5G38435	0	0	0	0
AT2G37130	89	123	47	36
AT3G51325	0	0	1	1
AT5G40300	8	6	6	7
AT3G49600	23	21	10	6
AT5G53020	8	4	7	4
AT1G71460	3	5	1	2
AT4G00670	20	16	13	9
AT1G78130	11	5	3	1
AT1G74810	1	1	0	0
AT3G10500	35	39	25	12
AT3G18230	17	24	6	10
AT4G23610	1	0	2	0
AT1G24267	13	31	21	21
AT3G10080	7	6	2	2
AT1G01920	9	16	18	13
AT2G10931	6	6	3	5
AT5G07475	13	11	8	4
AT4G08345	2	2	0	1
AT3G45330	5	12	6	5
AT3G60850	23	39	25	18
AT3G25040	15	30	10	7
AT5G42590	7	11	4	7
AT3G45620	31	40	24	22
AT3G46320	15	19	10	13
AT3G49645	4	3	5	7
AT5G34940	6	9	4	2
AT1G20590	0	0	0	0
AT1G32910	0	0	0	0
AT1G56180	6	14	13	14
AT1G60220	10	19	14	7
AT1G78460	1	1	0	0
AT2G01140	314	534	733	926
AT4G00890	0	0	0	0
AT1G21670	4	11	2	2
AT1G72490	6	3	5	2
AT1G55690	17	21	3	5
AT5G17390	3	4	7	6
AT5G66210	30	40	16	16
AT4G05430	0	1	1	1
AT3G54350	13	21	15	12
AT2G43360	41	38	26	13
AT2G46230	31	35	26	15
AT1G53000	37	39	13	18
AT5G58270	16	16	12	10
AT5G49340	0	1	3	1
AT2G23700	6	8	3	1
AT5G16370	35	67	34	48
AT5G18690	2	4	2	0
AT2G42650	11	8	16	19
AT2G44520	16	21	10	9
AT3G43574	0	0	0	0
AT4G24030	1	2	1	1
AT1G29020	171	203	118	102
AT1G80400	16	16	3	13
AT5G08060	64	82	69	55
AT2G46070	2	0	2	0
AT3G13470	55	108	63	51
AT1G29590	1	0	0	2
AT4G34510	2	0	0	1
AT3G51820	3	6	5	7
AT1G33860	0	0	0	0
AT2G16740	7	5	7	8
AT1G50440	13	15	14	3
AT1G49540	30	20	19	15
AT3G03440	13	15	9	4
AT3G32160	0	0	0	0
AT3G15140	2	3	1	1
AT3G12320	21	20	32	19
AT4G19800	1	1	0	0
AT1G18670	19	16	12	8
AT5G41990	90	114	71	51
AT1G12920	93	132	100	73
AT1G74456	8	22	9	10
AT2G30010	6	5	4	2
AT4G28980	27	39	41	17
AT4G18465	9	9	6	4
AT3G30530	0	0	0	0
AT2G37585	5	10	5	2
AT4G13310	40	45	7	22
AT4G37470	83	86	62	46
AT5G26110	12	10	8	15
AT4G11355	0	0	0	0
AT5G18990	0	0	0	0
AT4G23387	0	0	0	0
AT3G58680	52	53	51	32
AT2G14460	11	15	11	14
AT2G32470	1	2	1	3
AT5G06860	14	14	1	5
AT3G52660	22	21	27	16
AT1G14210	20	43	27	28
AT2G40580	0	0	0	0
AT1G32550	1	0	0	2
AT2G31810	39	52	71	53
AT2G17960	0	0	0	0
AT5G64540	0	0	0	0
AT2G39460	155	170	167	117
AT1G32790	155	171	126	104
AT2G24400	0	3	1	1
AT5G52815	0	0	0	0
AT2G29070	1	4	2	1
AT5G53588	28	28	30	27
AT2G23520	24	20	25	8
AT2G45350	0	0	0	0
AT5G49530	3	11	8	9
AT1G46336	0	0	0	0
AT1G78840	0	1	0	0
AT5G22630	308	310	112	118
AT1G36990	23	42	22	23
AT2G27285	10	10	12	10
AT1G03930	16	12	8	6
AT4G14490	0	2	2	2
AT3G46480	1	2	1	0
ATCG00310	4	22	17	7
AT2G03750	0	0	0	0
AT5G10360	223	378	199	223
AT5G03990	5	5	9	4
AT2G36480	11	19	6	9
AT5G37030	0	0	0	0
AT4G06526	0	0	0	0
AT3G52740	23	19	31	12
AT1G24764	34	27	15	13
AT1G32260	1	7	4	5
AT5G22390	0	0	3	2
AT4G19190	23	26	23	18
AT1G52130	28	19	7	15
AT5G65940	32	51	27	17
AT1G34210	6	10	8	5
AT1G50070	2	11	5	0
AT3G49601	95	97	103	62
AT1G53770	10	19	9	7
AT3G60130	28	35	17	16
AT1G29040	28	35	12	13
AT2G25590	13	9	7	8
AT4G30000	3	11	2	1
AT1G15390	14	19	18	13
AT1G73340	5	6	6	1
AT1G64580	4	7	7	1
AT5G24330	2	2	2	1
AT5G06870	0	1	0	1
AT4G38780	7	3	8	4
AT1G79050	14	22	7	12
AT2G40420	8	7	4	7
AT3G29680	4	6	0	2
AT4G21110	51	61	39	33
AT3G46200	3	3	2	1
AT4G17300	7	20	8	9
AT3G24180	74	95	60	47
AT2G32650	2	5	2	1
AT1G35290	1	1	0	0
AT3G04670	51	69	48	32
AT2G28470	27	24	17	3
AT4G11490	0	0	0	0
AT5G14710	5	5	5	4
AT1G23050	0	9	4	2
AT1G29080	0	0	0	0
AT5G56670	98	109	106	78
AT4G17150	25	23	15	8
AT2G01690	29	25	17	13
AT2G33040	220	291	211	151
AT2G25950	7	10	5	5
AT3G02690	5	5	4	1
AT3G17750	29	33	19	8
AT3G15534	0	0	0	0
AT3G42390	0	0	0	0
AT4G39270	43	41	44	28
AT3G24840	10	22	13	9
AT3G45790	0	0	0	0
AT5G35550	0	0	0	0
AT2G43150	120	240	79	134
AT3G44740	2	4	3	3
AT2G25910	59	71	48	27
AT4G37420	0	1	0	0
AT3G02490	15	24	23	6
AT3G14340	2	3	2	1
AT2G32720	51	39	20	16
AT5G38070	1	1	2	1
AT1G64960	10	9	6	4
AT1G73000	5	0	2	3
AT3G44980	0	0	0	0
AT3G46400	2	1	0	1
AT5G04120	44	31	13	16
AT4G28590	0	4	1	1
AT3G63230	0	0	0	0
AT2G39950	19	14	22	24
AT1G36622	1	3	2	2
AT3G15790	27	23	32	11
AT1G41820	0	0	0	0
AT2G46710	21	30	19	12
AT2G22360	7	14	14	8
AT3G15357	26	24	28	17
AT5G45720	3	9	2	2
AT1G50840	16	10	21	20
AT1G49860	148	329	945	759
AT1G58420	12	12	5	1
AT1G49005	0	0	0	0
AT3G13674	0	3	0	0
AT2G01280	2	1	2	2
AT3G63450	7	10	7	6
AT5G48370	4	7	2	1
AT2G14670	0	0	0	1
AT1G13880	31	36	28	17
AT2G06040	3	5	8	3
AT1G59835	0	0	0	0
AT1G50350	0	0	0	0
AT2G34200	0	6	1	4
ATMG01130	8	15	7	7
AT5G10480	17	16	12	11
AT5G08770	7	2	0	3
AT3G48420	1	1	0	0
AT4G00755	3	11	7	7
AT1G11210	3	0	5	3
AT2G46820	4	8	3	6
ATCG00820	1	0	2	2
AT2G25350	6	7	4	3
AT1G10020	45	42	28	19
AT3G05727	0	2	0	2
AT1G15890	3	5	4	4
AT2G35738	1	2	2	1
AT4G23990	0	1	0	0
AT1G31640	0	0	0	0
AT1G69520	3	4	4	2
AT2G20280	52	40	69	33
AT2G22668	0	0	0	0
AT2G46360	0	0	0	0
AT2G23420	31	34	12	18
AT3G51950	100	118	128	73
AT3G19300	1	1	0	0
AT4G20230	6	3	5	2
AT5G51690	18	26	21	14
AT2G18410	8	13	11	7
AT1G08310	1	2	1	0
AT5G22250	54	21	20	10
AT5G06320	68	38	21	17
AT2G17380	28	40	27	29
AT5G56720	0	1	1	0
AT4G00820	32	29	17	15
AT1G29270	2	8	1	1
AT5G17430	0	1	2	2
AT1G26140	0	0	0	0
AT2G29050	8	14	4	13
AT1G11110	0	0	0	0
AT5G07720	1	2	2	0
AT4G29480	68	62	65	36
AT4G23250	0	0	1	0
AT3G07160	68	106	69	60
AT3G19620	0	0	0	0
AT5G35405	0	0	0	0
AT1G20780	33	36	35	40
AT2G19500	0	0	0	0
AT2G01220	19	23	12	13
AT2G02020	4	1	1	5
AT2G16240	1	0	0	0
AT5G18860	53	63	33	25
AT4G22740	37	33	21	11
AT3G06020	2	9	9	9
AT3G62930	0	0	0	5
AT5G47900	0	0	0	0
AT4G31890	27	32	20	11
AT4G17940	59	127	61	35
AT1G08190	110	182	147	104
AT2G36030	0	0	0	0
AT2G37760	10	17	5	9
AT1G04390	11	12	8	6
AT3G01710	9	8	8	0
AT1G04800	2	3	5	2
AT1G12013	9	27	29	6
AT2G47420	28	41	40	31
AT4G25340	27	44	43	32
AT1G58037	1	1	0	2
AT1G32400	24	50	26	26
AT4G34071	0	0	0	0
AT1G02090	23	53	49	36
AT3G49350	45	84	34	25
AT2G26080	148	252	95	111
AT3G01800	9	14	9	10
AT3G23326	0	0	0	0
AT1G79600	24	37	17	19
AT1G10650	14	22	14	9
AT1G76994	0	0	0	0
AT5G42895	0	0	0	0
AT5G63350	6	6	3	3
AT1G68960	0	0	0	0
AT3G57000	26	23	31	17
AT1G52510	12	7	11	8
AT3G58220	9	9	11	4
AT4G18725	3	4	6	1
AT1G22360	62	92	46	49
AT3G52570	13	15	8	5
AT5G62670	42	60	36	32
AT5G06910	14	9	12	4
AT4G21660	81	94	68	55
AT1G66680	54	58	55	32
AT5G12120	52	89	60	51
AT2G04480	0	0	1	0
AT5G57440	9	7	4	3
AT1G24080	0	0	1	0
AT3G60110	13	10	14	5
AT1G18520	0	0	0	0
AT3G51740	6	27	8	5
AT5G22120	16	26	16	6
AT3G51390	14	13	7	10
AT4G35150	0	3	2	0
AT1G52580	0	1	1	0
AT1G44080	0	0	0	0
AT2G25605	4	4	0	1
AT2G01275	5	5	2	1
AT5G21090	73	96	42	51
AT3G61380	56	50	29	18
AT3G58940	2	1	0	2
AT4G18770	2	1	0	0
AT3G02170	14	26	6	9
AT2G04864	0	0	0	0
AT2G46220	2	4	0	3
AT5G27920	78	89	98	63
AT5G11820	1	0	0	0
AT1G20600	0	0	0	0
AT1G14755	0	0	0	0
AT4G28750	6	2	5	2
AT3G05500	76	91	62	53
AT5G63720	0	0	0	0
AT4G16130	20	34	16	12
AT3G58570	33	63	39	23
AT2G17705	11	8	6	2
AT3G58790	12	17	4	3
AT2G44610	52	71	46	39
AT1G55420	3	5	5	3
AT5G66540	26	19	48	22
AT1G73590	13	20	14	14
AT2G23470	1	5	3	0
AT4G11050	2	8	0	2
AT3G60900	3	8	2	1
AT1G29610	0	0	0	0
AT5G27830	12	16	9	10
AT5G47928	0	0	0	0
AT1G13870	16	22	12	10
AT1G50500	12	28	11	15
AT1G61105	0	0	0	0
AT2G34800	0	0	0	0
AT2G04038	2	0	0	0
AT3G44240	0	0	0	0
AT5G21990	34	68	35	36
AT4G35660	0	2	0	0
AT3G52620	0	0	0	0
AT4G16990	0	6	3	2
AT1G43020	7	9	1	1
AT1G72160	82	93	121	75
AT2G42570	40	61	23	34
AT5G20160	59	66	60	41
AT4G38100	8	8	5	7
ATCG01190	2	1	0	0
AT4G12930	0	0	0	0
AT1G23660	0	0	0	0
AT3G05870	0	4	0	2
AT5G57970	13	11	3	3
AT1G32360	17	34	24	13
AT2G39380	41	25	27	17
AT5G66500	0	1	1	0
AT4G28100	6	9	2	4
AT2G14860	1	3	1	1
AT5G40610	13	19	14	9
AT4G27000	164	211	159	116
AT4G20290	1	0	0	0
AT2G19700	0	0	0	0
AT1G67000	4	1	1	0
AT2G37740	0	1	1	0
AT3G18670	0	0	2	0
AT3G04770	13	6	18	7
AT5G48543	0	0	0	0
AT4G17570	25	14	14	5
AT4G14860	0	2	0	0
AT2G23010	0	0	1	0
AT2G28850	2	4	4	3
AT3G03776	0	0	0	0
AT5G53300	256	326	245	167
AT1G06350	3	3	1	1
AT2G48010	36	41	25	25
AT5G09750	0	1	0	0
AT2G17060	15	23	31	12
AT2G44850	5	4	4	3
AT1G14680	0	0	1	1
AT1G18730	1	1	1	0
AT3G26855	0	0	0	0
AT1G26390	2	1	2	1
AT2G19000	0	0	0	0
AT4G31130	44	38	22	14
AT5G64572	29	57	18	8
AT4G39675	44	100	53	64
AT2G22580	2	9	7	3
AT2G30230	11	7	5	3
AT1G66420	0	1	0	1
AT5G09350	9	9	9	4
AT5G17660	2	2	0	0
AT1G10900	13	29	17	11
AT1G51820	0	0	0	0
AT5G64930	22	33	16	20
AT4G32920	37	40	26	28
AT4G00170	13	12	10	10
AT4G15360	0	4	2	3
AT5G39220	0	0	1	0
AT1G68390	5	2	2	1
AT2G39020	19	17	21	16
AT5G24060	8	11	5	6
AT5G25250	9	16	10	4
AT2G21840	14	24	19	16
AT5G15040	0	0	0	0
AT1G78370	20	22	29	8
AT3G47730	79	108	65	39
AT2G19810	53	73	33	22
AT3G44630	1	1	1	1
AT3G27580	27	18	12	12
AT3G60075	1	3	0	1
AT3G43260	0	0	0	0
AT5G65750	42	68	27	35
AT4G36050	7	7	8	7
AT4G35540	11	11	12	7
AT5G07920	42	61	31	26
AT3G06270	12	9	15	11
AT1G14140	5	13	9	4
AT4G22050	0	0	0	0
AT1G60430	5	5	5	2
AT3G17120	13	20	9	8
AT3G21770	283	382	137	111
AT3G24050	60	74	60	54
AT5G51630	18	28	18	12
AT4G05050	350	405	236	168
AT1G02300	1	4	1	0
AT1G28130	191	168	154	75
AT4G31280	3	2	2	1
AT3G43960	12	14	13	10
AT1G62280	0	1	0	2
AT1G62840	8	4	4	3
AT3G53400	11	15	3	8
AT1G15970	15	10	9	6
AT5G20170	12	18	17	7
AT1G27460	1	6	1	1
AT5G28690	0	0	0	0
AT4G17880	61	75	63	21
AT5G39471	0	1	0	0
AT5G01780	5	4	6	3
AT2G36810	24	40	15	13
AT2G43500	79	56	18	13
AT5G02430	3	10	3	2
AT4G28890	40	47	48	24
AT3G59700	11	10	14	12
AT1G73870	1	0	1	0
AT2G39660	22	28	21	19
AT2G26870	0	1	0	0
AT1G13560	30	36	11	16
AT5G24480	0	0	0	0
AT5G17190	62	77	40	38
AT2G31945	0	2	2	2
AT5G62060	0	0	0	0
AT1G31335	4	1	2	0
AT1G35490	0	0	0	0
AT1G51220	0	0	0	0
AT1G49260	0	0	0	0
AT1G12010	52	60	35	22
AT2G02280	0	0	0	0
AT2G35890	3	2	2	0
AT4G24010	0	0	0	0
AT3G26830	4	14	12	4
AT3G50570	0	0	0	0
AT1G19640	0	0	0	0
AT5G50920	263	339	191	128
AT2G22930	11	13	11	3
AT3G23930	0	3	5	2
AT1G30090	37	37	35	28
AT3G52790	10	6	10	11
AT5G34829	0	0	0	0
AT5G10870	8	7	1	1
AT3G56890	0	2	3	0
AT3G60328	1	0	1	0
